graph_id,split
grafo2123.26,train
grafo2124.49,train
grafo2125.16,train
grafo2126.11,train
grafo2127.18,train
grafo2128.19,train
grafo2129.11,train
grafo213.18,train
grafo2130.31,train
grafo2131.19,train
grafo2132.37,train
grafo2133.22,train
grafo2134.24,train
grafo2135.19,train
grafo2136.11,train
grafo2137.22,train
grafo2138.17,train
grafo2139.11,train
grafo214.22,train
grafo2140.25,train
grafo2141.55,train
grafo2142.16,train
grafo2143.19,train
grafo2144.12,train
grafo2145.29,train
grafo2146.17,train
grafo2147.17,train
grafo2148.39,train
grafo2149.24,train
grafo215.20,train
grafo2150.16,train
grafo2151.20,train
grafo2152.21,train
grafo2153.19,train
grafo2154.14,train
grafo2155.33,train
grafo2156.33,train
grafo2157.15,train
grafo2158.14,train
grafo2159.17,train
grafo216.18,train
grafo2160.15,train
grafo2161.29,train
grafo2162.21,train
grafo2163.24,train
grafo2164.16,train
grafo2165.22,train
grafo2166.20,train
grafo2167.38,train
grafo2168.16,train
grafo2169.15,train
grafo217.14,train
grafo2170.13,train
grafo2171.19,train
grafo2172.31,train
grafo2173.21,train
grafo2174.17,train
grafo2175.25,train
grafo2176.21,train
grafo2177.17,train
grafo2178.22,train
grafo2179.14,train
grafo218.17,train
grafo2180.27,train
grafo2181.41,train
grafo2182.38,train
grafo2183.16,train
grafo2184.18,train
grafo2185.24,train
grafo2186.18,train
grafo2187.19,train
grafo2188.28,train
grafo2189.14,train
grafo219.11,train
grafo2190.36,train
grafo2191.16,train
grafo2192.16,train
grafo2193.22,train
grafo2194.48,train
grafo2195.35,train
grafo2196.16,train
grafo2197.13,train
grafo2198.16,train
grafo2199.44,train
grafo220.13,train
grafo2200.23,train
grafo2201.25,train
grafo2202.20,train
grafo2203.33,train
grafo2204.13,train
grafo2205.38,train
grafo2206.19,train
grafo2207.36,train
grafo2208.21,train
grafo2209.20,train
grafo221.15,train
grafo2210.28,train
grafo2211.16,train
grafo2212.36,train
grafo2213.20,train
grafo2214.19,train
grafo2215.36,train
grafo2216.15,train
grafo2217.23,train
grafo2218.13,train
grafo2219.15,train
grafo222.11,train
grafo2220.17,train
grafo2221.13,train
grafo2222.17,train
grafo2223.38,train
grafo2224.37,train
grafo2225.15,train
grafo2226.39,train
grafo2227.17,train
grafo2228.14,train
grafo2229.25,train
grafo223.12,train
grafo2230.39,train
grafo2231.16,train
grafo2232.15,train
grafo2233.15,train
grafo2234.14,train
grafo2235.41,train
grafo2236.16,train
grafo2237.27,train
grafo2238.33,train
grafo2239.17,train
grafo224.17,train
grafo2240.12,train
grafo2241.16,train
grafo2242.25,train
grafo2243.46,train
grafo2244.18,train
grafo2245.17,train
grafo2246.20,train
grafo2247.18,train
grafo2248.22,train
grafo2249.40,train
grafo225.12,train
grafo2250.48,train
grafo2251.48,train
grafo2252.15,train
grafo2253.18,train
grafo2254.48,train
grafo2255.39,train
grafo2256.23,train
grafo2257.14,train
grafo2258.47,train
grafo2259.14,train
grafo226.14,train
grafo2260.14,train
grafo2261.12,train
grafo2262.31,train
grafo2263.22,train
grafo2264.15,train
grafo2265.12,train
grafo2266.15,train
grafo2267.36,train
grafo2268.20,train
grafo2269.23,train
grafo227.39,train
grafo2270.32,train
grafo2271.71,train
grafo2272.20,train
grafo2273.40,train
grafo2274.35,train
grafo2275.27,train
grafo2276.16,train
grafo2277.18,train
grafo2278.39,train
grafo2279.16,train
grafo228.19,train
grafo2280.15,train
grafo2281.16,train
grafo2282.20,train
grafo2283.13,train
grafo2284.20,train
grafo2285.38,train
grafo2286.15,train
grafo2287.13,train
grafo2288.16,train
grafo2289.18,train
grafo229.13,train
grafo2290.19,train
grafo2291.14,train
grafo2292.14,train
grafo2293.13,train
grafo2294.16,train
grafo2295.22,train
grafo2296.15,train
grafo2297.17,train
grafo2298.13,train
grafo2299.35,train
grafo230.14,train
grafo2300.17,train
grafo2301.25,train
grafo2302.16,train
grafo2303.13,train
grafo2304.38,train
grafo2305.21,train
grafo2306.13,train
grafo2307.18,train
grafo2308.19,train
grafo2309.34,train
grafo231.12,train
grafo2310.39,train
grafo2311.15,train
grafo2312.11,train
grafo2313.13,train
grafo2314.27,train
grafo2315.23,train
grafo2316.40,train
grafo2317.20,train
grafo2318.15,train
grafo2319.14,train
grafo232.16,train
grafo2320.23,train
grafo2321.38,train
grafo2322.42,train
grafo2323.25,train
grafo2324.17,train
grafo2325.13,train
grafo2326.16,train
grafo2327.15,train
grafo2328.28,train
grafo2329.21,train
grafo233.11,train
grafo2330.24,train
grafo2331.15,train
grafo2332.19,train
grafo2333.13,train
grafo2334.16,train
grafo2335.12,train
grafo2336.17,train
grafo2337.27,train
grafo2338.14,train
grafo2339.14,train
grafo234.12,train
grafo2340.13,train
grafo2341.24,train
grafo2342.18,train
grafo2343.12,train
grafo2344.12,train
grafo2345.17,train
grafo2346.30,train
grafo2347.20,train
grafo2348.37,train
grafo2349.16,train
grafo235.13,train
grafo2350.11,train
grafo2351.20,train
grafo2352.15,train
grafo2353.28,train
grafo2354.13,train
grafo2355.16,train
grafo2356.21,train
grafo2357.23,train
grafo2358.34,train
grafo2359.12,train
grafo236.15,train
grafo2360.17,train
grafo2361.21,train
grafo2362.36,train
grafo2363.34,train
grafo2364.23,train
grafo2365.30,train
grafo2366.16,train
grafo2367.12,train
grafo2368.14,train
grafo2369.43,train
grafo237.16,train
grafo2370.22,train
grafo2371.19,train
grafo2372.16,train
grafo2373.16,train
grafo2374.37,train
grafo2375.19,train
grafo2376.16,train
grafo2377.15,train
grafo2378.21,train
grafo2379.35,train
grafo238.10,train
grafo2380.12,train
grafo2381.40,train
grafo2382.20,train
grafo2383.18,train
grafo2384.11,train
grafo2385.13,train
grafo2386.28,train
grafo2387.29,train
grafo2388.28,train
grafo2389.39,train
grafo239.15,train
grafo2390.19,train
grafo2391.38,train
grafo2392.14,train
grafo2393.14,train
grafo2394.31,train
grafo2395.28,train
grafo2396.20,train
grafo2397.33,train
grafo2398.37,train
grafo2399.26,train
grafo240.11,train
grafo2400.26,train
grafo2401.17,train
grafo2402.36,train
grafo2403.15,train
grafo2404.23,train
grafo2405.36,train
grafo2406.23,train
grafo2407.33,train
grafo2408.18,train
grafo2409.15,train
grafo241.16,train
grafo2410.22,train
grafo2411.56,train
grafo2412.50,train
grafo2413.16,train
grafo2414.15,train
grafo2415.13,train
grafo2416.21,train
grafo2417.14,train
grafo2418.17,train
grafo2419.14,train
grafo242.14,train
grafo2420.16,train
grafo2421.17,train
grafo2422.20,train
grafo2423.21,train
grafo2424.35,train
grafo2425.19,train
grafo2426.12,train
grafo2427.19,train
grafo2428.19,train
grafo2429.27,train
grafo243.28,train
grafo2430.14,train
grafo2431.86,train
grafo2432.15,train
grafo2433.11,train
grafo2434.21,train
grafo2435.18,train
grafo2436.28,train
grafo2437.25,train
grafo2438.18,train
grafo2439.12,train
grafo244.20,train
grafo2440.16,train
grafo2441.16,train
grafo2442.14,train
grafo2443.22,train
grafo2444.29,train
grafo2445.26,train
grafo2446.46,train
grafo2447.39,train
grafo2448.15,train
grafo2449.19,train
grafo245.21,train
grafo2450.14,train
grafo2451.17,train
grafo2452.25,train
grafo2453.22,train
grafo2454.34,train
grafo2455.40,train
grafo2456.22,train
grafo2457.37,train
grafo2458.12,train
grafo2459.15,train
grafo246.11,train
grafo2460.14,train
grafo2461.18,train
grafo2462.31,train
grafo2463.32,train
grafo2464.34,train
grafo2465.36,train
grafo2466.14,train
grafo2467.16,train
grafo2468.15,train
grafo2469.23,train
grafo247.15,train
grafo2470.16,train
grafo2471.14,train
grafo2472.47,train
grafo2473.22,train
grafo2474.22,train
grafo2475.34,train
grafo2476.86,train
grafo2477.47,train
grafo2478.47,train
grafo2479.34,train
grafo248.27,train
grafo2480.18,train
grafo2481.15,train
grafo2482.15,train
grafo2483.25,train
grafo2484.17,train
grafo2485.13,train
grafo2486.15,train
grafo2487.15,train
grafo2488.13,train
grafo2489.19,train
grafo249.22,train
grafo2490.22,train
grafo2491.18,train
grafo2492.34,train
grafo2493.16,train
grafo2494.17,train
grafo2495.16,train
grafo2496.49,train
grafo2497.49,train
grafo2498.27,train
grafo2499.23,train
grafo250.13,train
grafo2500.12,train
grafo2501.19,train
grafo2502.15,train
grafo2503.40,train
grafo2504.36,train
grafo2505.13,train
grafo2506.43,train
grafo2507.17,train
grafo2508.24,train
grafo2509.37,train
grafo251.20,train
grafo2510.48,train
grafo2511.10,train
grafo2512.12,train
grafo2513.24,train
grafo2514.15,train
grafo2515.12,train
grafo2516.21,train
grafo2517.24,train
grafo2518.13,train
grafo2519.37,train
grafo252.12,train
grafo2520.17,train
grafo2521.37,train
grafo2522.28,train
grafo2523.40,train
grafo2524.22,train
grafo2525.16,train
grafo2526.13,train
grafo2527.14,train
grafo2528.37,train
grafo2529.40,train
grafo253.15,train
grafo2530.38,train
grafo2531.41,train
grafo2532.14,train
grafo2533.18,train
grafo2534.22,train
grafo2535.48,train
grafo2536.25,train
grafo2537.16,train
grafo2538.10,train
grafo2539.32,train
grafo254.10,train
grafo2540.22,train
grafo2541.14,train
grafo2542.16,train
grafo2543.38,train
grafo2544.28,train
grafo2545.20,train
grafo2546.19,train
grafo2547.17,train
grafo2548.38,train
grafo2549.16,train
grafo255.14,train
grafo2550.26,train
grafo2551.23,train
grafo2552.22,train
grafo2553.18,train
grafo2554.20,train
grafo2555.14,train
grafo2556.18,train
grafo2557.37,train
grafo2558.34,train
grafo2559.13,train
grafo256.12,train
grafo2560.15,train
grafo2561.14,train
grafo2562.19,train
grafo2563.14,train
grafo2564.20,train
grafo2565.17,train
grafo2566.40,train
grafo2567.13,train
grafo2568.15,train
grafo2569.14,train
grafo257.10,train
grafo2570.15,train
grafo2571.21,train
grafo2572.28,train
grafo2573.35,train
grafo2574.15,train
grafo2575.13,train
grafo2576.18,train
grafo2577.17,train
grafo2578.34,train
grafo2579.11,train
grafo258.13,train
grafo2580.15,train
grafo2581.45,train
grafo2582.27,train
grafo2583.16,train
grafo2584.16,train
grafo2585.16,train
grafo2586.15,train
grafo2587.24,train
grafo2588.24,train
grafo2589.26,train
grafo259.12,train
grafo2590.14,train
grafo2591.15,train
grafo2592.12,train
grafo2593.40,train
grafo2594.17,train
grafo2595.13,train
grafo2596.25,train
grafo2597.15,train
grafo2598.21,train
grafo2599.13,train
grafo260.14,train
grafo2600.38,train
grafo2601.17,train
grafo2602.38,train
grafo2603.22,train
grafo2604.18,train
grafo2605.32,train
grafo2606.26,train
grafo2607.12,train
grafo2608.18,train
grafo2609.15,train
grafo261.14,train
grafo2610.17,train
grafo2611.20,train
grafo2612.37,train
grafo2613.15,train
grafo2614.16,train
grafo2615.17,train
grafo2616.25,train
grafo2617.46,train
grafo2618.21,train
grafo2619.15,train
grafo262.11,train
grafo2620.13,train
grafo2621.14,train
grafo2622.38,train
grafo2623.41,train
grafo2624.22,train
grafo2625.14,train
grafo2626.15,train
grafo2627.40,train
grafo2628.10,train
grafo2629.30,train
grafo263.11,train
grafo2630.22,train
grafo2631.34,train
grafo2632.19,train
grafo2633.17,train
grafo2634.14,train
grafo2635.44,train
grafo2636.16,train
grafo2637.21,train
grafo2638.34,train
grafo2639.29,train
grafo264.17,train
grafo2640.19,train
grafo2641.17,train
grafo2642.13,train
grafo2643.19,train
grafo2644.17,train
grafo2645.13,train
grafo2646.16,train
grafo2647.17,train
grafo2648.27,train
grafo2649.22,train
grafo265.10,train
grafo2650.30,train
grafo2651.12,train
grafo2652.16,train
grafo2653.14,train
grafo2654.33,train
grafo2655.18,train
grafo2656.49,train
grafo2657.49,train
grafo2658.18,train
grafo2659.13,train
grafo266.13,train
grafo2660.22,train
grafo2661.22,train
grafo2662.19,train
grafo2663.12,train
grafo2664.21,train
grafo2665.12,train
grafo2666.61,train
grafo2667.22,train
grafo2668.12,train
grafo2669.13,train
grafo267.11,train
grafo2670.20,train
grafo2671.24,train
grafo2672.34,train
grafo2673.11,train
grafo2674.18,train
grafo2675.12,train
grafo2676.22,train
grafo2677.21,train
grafo2678.37,train
grafo2679.17,train
grafo268.15,train
grafo2680.17,train
grafo2681.15,train
grafo2682.17,train
grafo2683.13,train
grafo2684.33,train
grafo2685.44,train
grafo2686.44,train
grafo2687.33,train
grafo2688.17,train
grafo2689.21,train
grafo269.12,train
grafo2690.41,train
grafo2691.23,train
grafo2692.85,train
grafo2693.13,train
grafo2694.65,train
grafo2695.43,train
grafo2696.26,train
grafo2697.16,train
grafo2698.16,train
grafo2699.30,train
grafo270.20,train
grafo2700.25,train
grafo2701.20,train
grafo2702.24,train
grafo2703.36,train
grafo2704.25,train
grafo2705.15,train
grafo2706.13,train
grafo2707.12,train
grafo2708.39,train
grafo2709.15,train
grafo271.53,train
grafo2710.41,train
grafo2711.68,train
grafo2712.23,train
grafo2713.37,train
grafo2714.11,train
grafo2715.18,train
grafo2716.14,train
grafo2717.17,train
grafo2718.20,train
grafo2719.21,train
grafo272.14,train
grafo2720.14,train
grafo2721.27,train
grafo2722.24,train
grafo2723.18,train
grafo2724.23,train
grafo2725.38,train
grafo2726.38,train
grafo2727.33,train
grafo2728.16,train
grafo2729.40,train
grafo273.11,train
grafo2730.15,train
grafo2731.18,train
grafo2732.37,train
grafo2733.14,train
grafo2734.25,train
grafo2735.36,train
grafo2736.16,train
grafo2737.41,train
grafo2738.14,train
grafo2739.23,train
grafo274.17,train
grafo2740.15,train
grafo2741.29,train
grafo2742.39,train
grafo2743.39,train
grafo2744.18,train
grafo2745.17,train
grafo2746.38,train
grafo2747.16,train
grafo2748.22,train
grafo2749.33,train
grafo275.16,train
grafo2750.17,train
grafo2751.16,train
grafo2752.15,train
grafo2753.18,train
grafo2754.16,train
grafo2755.25,train
grafo2756.21,train
grafo2757.38,train
grafo2758.17,train
grafo2759.16,train
grafo276.17,train
grafo2760.32,train
grafo2761.37,train
grafo2762.76,train
grafo2763.20,train
grafo2764.16,train
grafo2765.18,train
grafo2766.26,train
grafo2767.20,train
grafo2768.18,train
grafo2769.23,train
grafo277.13,train
grafo2770.24,train
grafo2771.33,train
grafo2772.14,train
grafo2773.14,train
grafo2774.26,train
grafo2775.25,train
grafo2776.20,train
grafo2777.37,train
grafo2778.80,train
grafo2779.27,train
grafo278.12,train
grafo2780.17,train
grafo2781.41,train
grafo2782.17,train
grafo2783.15,train
grafo2784.16,train
grafo2785.14,train
grafo2786.37,train
grafo2787.24,train
grafo2788.49,train
grafo2789.23,train
grafo279.16,train
grafo2790.16,train
grafo2791.15,train
grafo2792.11,train
grafo2793.21,train
grafo2794.53,train
grafo2795.25,train
grafo2796.19,train
grafo2797.15,train
grafo2798.16,train
grafo2799.16,train
grafo280.11,train
grafo2800.24,train
grafo2801.22,train
grafo2802.17,train
grafo2803.14,train
grafo2804.19,train
grafo2805.18,train
grafo2806.15,train
grafo2807.22,train
grafo2808.37,train
grafo2809.11,train
grafo281.14,train
grafo2810.12,train
grafo2811.29,train
grafo2812.11,train
grafo2813.25,train
grafo2814.21,train
grafo2815.35,train
grafo2816.18,train
grafo2817.15,train
grafo2818.18,train
grafo2819.22,train
grafo282.14,train
grafo2820.14,train
grafo2821.22,train
grafo2822.36,train
grafo2823.17,train
grafo2824.12,train
grafo2825.18,train
grafo2826.37,train
grafo2827.37,train
grafo2828.33,train
grafo2829.17,train
grafo283.24,train
grafo2830.14,train
grafo2831.21,train
grafo2832.13,train
grafo2833.21,train
grafo2834.24,train
grafo2835.17,train
grafo2836.39,train
grafo2837.25,train
grafo2838.36,train
grafo2839.37,train
grafo284.28,train
grafo2840.27,train
grafo2841.17,train
grafo2842.13,train
grafo2843.43,train
grafo2844.19,train
grafo2845.14,train
grafo2846.21,train
grafo2847.18,train
grafo2848.40,train
grafo2849.17,train
grafo285.14,train
grafo2850.14,train
grafo2851.40,train
grafo2852.16,train
grafo2853.23,train
grafo2854.23,train
grafo2855.12,train
grafo2856.16,train
grafo2857.27,train
grafo2858.19,train
grafo2859.37,train
grafo286.18,train
grafo2860.18,train
grafo2861.16,train
grafo2862.17,train
grafo2863.40,train
grafo2864.39,train
grafo2865.36,train
grafo2866.17,train
grafo2867.12,train
grafo2868.17,train
grafo2869.37,train
grafo287.19,train
grafo2870.14,train
grafo2871.17,train
grafo2872.13,train
grafo2873.21,train
grafo2874.50,train
grafo2875.22,train
grafo2876.27,train
grafo2877.36,train
grafo2878.19,train
grafo2879.27,train
grafo288.15,train
grafo2880.16,train
grafo2881.65,train
grafo2882.17,train
grafo2883.15,train
grafo2884.18,train
grafo2885.16,train
grafo2886.21,train
grafo2887.15,train
grafo2888.27,train
grafo2889.18,train
grafo289.40,train
grafo2890.12,train
grafo2891.17,train
grafo2892.41,train
grafo2893.16,train
grafo2894.13,train
grafo2895.15,train
grafo2896.10,train
grafo2897.29,train
grafo2898.14,train
grafo2899.34,train
grafo290.18,train
grafo2900.14,train
grafo2901.13,train
grafo2902.17,train
grafo2903.15,train
grafo2904.37,train
grafo2905.47,train
grafo2906.21,train
grafo2907.18,train
grafo2908.13,train
grafo2909.28,train
grafo291.20,train
grafo2910.14,train
grafo2911.15,train
grafo2912.21,train
grafo2913.40,train
grafo2914.63,train
grafo2915.27,train
grafo2916.16,train
grafo2917.14,train
grafo2918.16,train
grafo2919.14,train
grafo292.16,train
grafo2920.22,train
grafo2921.15,train
grafo2922.20,train
grafo2923.24,train
grafo2924.17,train
grafo2925.36,train
grafo2926.14,train
grafo2927.13,train
grafo2928.15,train
grafo2929.23,train
grafo293.17,train
grafo2930.35,train
grafo2931.11,train
grafo2932.40,train
grafo2933.16,train
grafo2934.19,train
grafo2935.11,train
grafo2936.12,train
grafo2937.25,train
grafo2938.12,train
grafo2939.19,train
grafo294.21,train
grafo2940.19,train
grafo2941.38,train
grafo2942.31,train
grafo2943.21,train
grafo2944.12,train
grafo2945.24,train
grafo2946.11,train
grafo2947.37,train
grafo2948.25,train
grafo2949.12,train
grafo295.15,train
grafo2950.27,train
grafo2951.19,train
grafo2952.38,train
grafo2953.11,train
grafo2954.37,train
grafo2955.38,train
grafo2956.37,train
grafo2957.37,train
grafo2958.27,train
grafo2959.38,train
grafo296.28,train
grafo2960.38,train
grafo2961.26,train
grafo2962.33,train
grafo2963.40,train
grafo2964.11,train
grafo2965.22,train
grafo2966.23,train
grafo2967.47,train
grafo2968.32,train
grafo2969.39,train
grafo297.15,train
grafo2970.38,train
grafo2971.11,train
grafo2972.25,train
grafo2973.37,train
grafo2974.36,train
grafo2975.40,train
grafo2976.18,train
grafo2977.25,train
grafo2978.86,train
grafo2979.11,train
grafo298.20,train
grafo2980.23,train
grafo2981.26,train
grafo2982.39,train
grafo2983.25,train
grafo2984.37,train
grafo2985.43,train
grafo2986.38,train
grafo2987.17,train
grafo2988.25,train
grafo2989.20,train
grafo299.19,train
grafo2990.35,train
grafo2991.32,train
grafo2992.26,train
grafo2993.23,train
grafo2994.41,train
grafo2995.20,train
grafo2996.37,train
grafo2997.23,train
grafo2998.18,train
grafo2999.26,train
grafo300.13,train
grafo3000.38,train
grafo3001.40,train
grafo3002.37,train
grafo3003.40,train
grafo3004.38,train
grafo3005.58,train
grafo3006.35,train
grafo3007.27,train
grafo3008.32,train
grafo3009.17,train
grafo301.17,train
grafo3010.19,train
grafo3011.30,train
grafo3012.32,train
grafo3013.23,train
grafo3014.33,train
grafo3015.35,train
grafo3016.41,train
grafo3017.20,train
grafo3018.24,train
grafo3019.39,train
grafo302.17,train
grafo3020.40,train
grafo3021.25,train
grafo3022.36,train
grafo3023.34,train
grafo3024.10,train
grafo3025.27,train
grafo3026.26,train
grafo3027.26,train
grafo3028.24,train
grafo3029.32,train
grafo303.11,train
grafo3030.27,train
grafo3031.16,train
grafo3032.30,train
grafo3033.38,train
grafo3034.29,train
grafo3035.36,train
grafo3036.60,train
grafo3037.23,train
grafo3038.38,train
grafo3039.27,train
grafo304.15,train
grafo3040.44,train
grafo3041.36,train
grafo3042.14,train
grafo3043.36,train
grafo3044.26,train
grafo3045.35,train
grafo3046.25,train
grafo3047.33,train
grafo3048.41,train
grafo3049.20,train
grafo305.16,train
grafo3050.36,train
grafo3051.20,train
grafo3052.20,train
grafo3053.42,train
grafo3054.18,train
grafo3055.36,train
grafo3056.26,train
grafo3057.34,train
grafo3058.42,train
grafo3059.35,train
grafo306.18,train
grafo3060.28,train
grafo3061.32,train
grafo3062.23,train
grafo3063.91,train
grafo3064.23,train
grafo3065.17,train
grafo3066.32,train
grafo3067.34,train
grafo3068.35,train
grafo3069.88,train
grafo307.13,train
grafo3070.31,train
grafo3071.23,train
grafo3072.27,train
grafo3073.11,train
grafo3074.26,train
grafo3075.72,train
grafo3076.34,train
grafo3077.72,train
grafo3078.25,train
grafo3079.27,train
grafo308.14,train
grafo3080.43,train
grafo3081.23,train
grafo3082.33,train
grafo3083.27,train
grafo3084.36,train
grafo3085.49,train
grafo3086.49,train
grafo3087.14,train
grafo3088.40,train
grafo3089.25,train
grafo309.26,train
grafo3090.24,train
grafo3091.11,train
grafo3092.24,train
grafo3093.35,train
grafo3094.42,train
grafo3095.34,train
grafo3096.36,train
grafo3097.11,train
grafo3098.18,train
grafo3099.39,train
grafo310.14,train
grafo3100.24,train
grafo3101.11,train
grafo3102.34,train
grafo3103.88,train
grafo3104.39,train
grafo3105.25,train
grafo3106.32,train
grafo3107.32,train
grafo3108.24,train
grafo3109.24,train
grafo311.16,train
grafo3110.38,train
grafo3111.48,train
grafo3112.13,train
grafo3113.11,train
grafo3114.40,train
grafo3115.59,train
grafo3116.40,train
grafo3117.38,train
grafo3118.39,train
grafo3119.55,train
grafo312.27,train
grafo3120.62,train
grafo3121.47,train
grafo3122.56,train
grafo3123.63,train
grafo3124.34,train
grafo3125.37,train
grafo3126.39,train
grafo3127.57,train
grafo3128.37,train
grafo3129.37,train
grafo313.11,train
grafo3130.41,train
grafo3131.40,train
grafo3132.43,train
grafo3133.49,train
grafo3134.37,train
grafo3135.34,train
grafo3136.56,train
grafo3137.42,train
grafo3138.60,train
grafo3139.89,train
grafo314.18,train
grafo3140.55,train
grafo3141.42,train
grafo3142.39,train
grafo3143.94,train
grafo3144.54,train
grafo3145.36,train
grafo3146.53,train
grafo3147.53,train
grafo3148.37,train
grafo3149.41,train
grafo315.14,train
grafo3150.40,train
grafo3151.45,train
grafo3152.43,train
grafo3153.36,train
grafo3154.44,train
grafo3155.39,train
grafo3156.56,train
grafo3157.55,train
grafo3158.98,train
grafo3159.38,train
grafo316.11,train
grafo3160.48,train
grafo3161.39,train
grafo3162.54,train
grafo3163.47,train
grafo3164.38,train
grafo3165.52,train
grafo3166.57,train
grafo3167.44,train
grafo3168.39,train
grafo3169.51,train
grafo317.13,train
grafo3170.52,train
grafo3171.40,train
grafo3172.51,train
grafo3173.63,train
grafo3174.39,train
grafo3175.42,train
grafo3176.54,train
grafo3177.39,train
grafo3178.34,train
grafo3179.41,train
grafo318.20,train
grafo3180.57,train
grafo3181.55,train
grafo3182.36,train
grafo3183.55,train
grafo3184.91,train
grafo3185.52,train
grafo3186.39,train
grafo3187.39,train
grafo3188.56,train
grafo3189.54,train
grafo319.26,train
grafo3190.53,train
grafo3191.43,train
grafo3192.41,train
grafo3193.40,train
grafo3194.59,train
grafo3195.54,train
grafo3196.53,train
grafo3197.41,train
grafo3198.60,train
grafo3199.60,train
grafo320.35,train
grafo3200.36,train
grafo3201.40,train
grafo3202.35,train
grafo3203.40,train
grafo3204.63,train
grafo3205.44,train
grafo3206.42,train
grafo3207.42,train
grafo3208.53,train
grafo3209.58,train
grafo321.15,train
grafo3210.36,train
grafo3211.52,train
grafo3212.57,train
grafo3213.44,train
grafo3214.33,train
grafo3215.58,train
grafo3216.40,train
grafo3217.60,train
grafo3218.42,train
grafo3219.37,train
grafo322.16,train
grafo3220.36,train
grafo3221.48,train
grafo3222.44,train
grafo3223.39,train
grafo3224.98,train
grafo3225.37,train
grafo3226.55,train
grafo3227.43,train
grafo3228.40,train
grafo3229.40,train
grafo323.15,train
grafo3230.32,train
grafo3231.43,train
grafo3232.47,train
grafo3233.43,train
grafo3234.50,train
grafo3235.58,train
grafo3236.60,train
grafo3237.39,train
grafo3238.55,train
grafo3239.42,train
grafo324.11,train
grafo3240.46,train
grafo3241.36,train
grafo3242.39,train
grafo3243.39,train
grafo3244.39,train
grafo3245.54,train
grafo3246.55,train
grafo3247.38,train
grafo3248.43,train
grafo3249.44,train
grafo325.13,train
grafo3250.43,train
grafo3251.39,train
grafo3252.54,train
grafo3253.44,train
grafo3254.40,train
grafo3255.40,train
grafo3256.45,train
grafo3257.61,train
grafo3258.42,train
grafo3259.38,train
grafo326.14,train
grafo3260.33,train
grafo3261.39,train
grafo3262.92,train
grafo3263.40,train
grafo3264.54,train
grafo3265.41,train
grafo3266.46,train
grafo3267.46,train
grafo3268.42,train
grafo3269.43,train
grafo327.10,train
grafo3270.41,train
grafo3271.53,train
grafo3272.38,train
grafo3273.45,train
grafo3274.52,train
grafo3275.43,train
grafo3276.49,train
grafo3277.42,train
grafo3278.41,train
grafo3279.45,train
grafo328.10,train
grafo3280.39,train
grafo3281.34,train
grafo3282.36,train
grafo3283.47,train
grafo3284.54,train
grafo3285.42,train
grafo3286.59,train
grafo3287.40,train
grafo3288.37,train
grafo3289.53,train
grafo329.17,train
grafo3290.53,train
grafo3291.35,train
grafo3292.56,train
grafo3293.36,train
grafo3294.43,train
grafo3295.43,train
grafo3296.40,train
grafo3297.53,train
grafo3298.58,train
grafo3299.53,train
grafo330.15,train
grafo3300.42,train
grafo3301.53,train
grafo3302.35,train
grafo3303.46,train
grafo3304.36,train
grafo3305.47,train
grafo3306.41,train
grafo3307.55,train
grafo3308.97,train
grafo3309.59,train
grafo331.15,train
grafo3310.46,train
grafo3311.36,train
grafo3312.39,train
grafo3313.42,train
grafo3314.39,train
grafo3315.96,train
grafo3316.34,train
grafo3317.36,train
grafo3318.55,train
grafo3319.39,train
grafo332.82,train
grafo3320.37,train
grafo3321.38,train
grafo3322.37,train
grafo3323.56,train
grafo3324.44,train
grafo3325.42,train
grafo3326.42,train
grafo3327.48,train
grafo3328.56,train
grafo3329.39,train
grafo333.19,train
grafo3330.39,train
grafo3331.44,train
grafo3332.38,train
grafo3333.51,train
grafo3334.48,train
grafo3335.40,train
grafo3336.36,train
grafo3337.40,train
grafo3338.56,train
grafo3339.42,train
grafo334.12,train
grafo3340.41,train
grafo3341.37,train
grafo3342.61,train
grafo3343.58,train
grafo3344.42,train
grafo3345.63,train
grafo3346.55,train
grafo3347.35,train
grafo3348.43,train
grafo3349.47,train
grafo335.13,train
grafo3350.50,train
grafo3351.38,train
grafo3352.55,train
grafo3353.40,train
grafo3354.63,train
grafo3355.55,train
grafo3356.33,train
grafo3357.53,train
grafo3358.36,train
grafo3359.37,train
grafo336.21,train
grafo3360.43,train
grafo3361.44,train
grafo3362.51,train
grafo3363.37,train
grafo3364.52,train
grafo3365.43,train
grafo3366.52,train
grafo3367.40,train
grafo3368.39,train
grafo3369.41,train
grafo337.15,train
grafo3370.43,train
grafo3371.55,train
grafo3372.46,train
grafo3373.48,train
grafo3374.38,train
grafo3375.39,train
grafo3376.61,train
grafo3377.36,train
grafo3378.35,train
grafo3379.36,train
grafo338.15,train
grafo3380.46,train
grafo3381.40,train
grafo3382.99,train
grafo3383.38,train
grafo3384.52,train
grafo3385.54,train
grafo3386.57,train
grafo3387.40,train
grafo3388.41,train
grafo3389.46,train
grafo339.18,train
grafo3390.58,train
grafo3391.39,train
grafo3392.43,train
grafo3393.42,train
grafo3394.39,train
grafo3395.37,train
grafo3396.61,train
grafo3397.49,train
grafo3398.59,train
grafo3399.61,train
grafo340.15,train
grafo3400.93,train
grafo3401.41,train
grafo3402.42,train
grafo3403.37,train
grafo3404.43,train
grafo3405.57,train
grafo3406.37,train
